OrderItemID,OrderID,ProductID,Price,Quantity,CustomerID,OrderDate,Count,TotalAmount,Status,RetailerID,Name,MainCategory,SubCategory,SKU,CreatedAt,Reviews,Ratings,CleanedReviews,Sentiment,neg,neu,pos,compound,Cluster
3351,3351,8337,9.59,1,3315,2024-07-14 00:29:35,1,9.59,In Transit,32,Jewel string by Bk arts Evil Eye Baby Nazaria adjustable (1pair) Size for newborn baby to 3 year child girl boy (unisex) n...,kids' fashion,Baby Fashion,SKU6266,2024-08-11 16:50:35.205602,,,,,,,,,
3352,3352,540,11.99,1,1179,2024-08-05 14:03:35,1,11.99,Shipped,22,Relish Romantic Gift Pack of Blue dail 38mm  Brown Strap Analog Watch & Happy Valentine's Day Wish Printed Ceramic Coffee ...,accessories,Watches,SKU5135,2024-08-11 16:29:23.756790,,,,,,,,,
3353,3353,540,11.99,1,3877,2024-07-11 18:39:35,1,11.99,Delivered,22,Relish Romantic Gift Pack of Blue dail 38mm  Brown Strap Analog Watch & Happy Valentine's Day Wish Printed Ceramic Coffee ...,accessories,Watches,SKU5135,2024-08-11 16:29:23.756790,"Had a great experience with the Relish Romantic Gift Pack of Blue dail 38mm  Brown Strap Analog Watch & Happy Valentine's Day Wish Printed Ceramic Coffee ..., from ordering to delivery, and the product quality is superb. I'm very happy and would highly recommend it!",5.0,great experience relish romantic gift pack blue dail mm brown strap analog watch happy valentine day wish printed ceramic coffee ordering delivery product quality superb im happy would highly recommend,"{'neg': 0.0, 'neu': 0.452, 'pos': 0.548, 'compound': 0.9792}",0.0,0.452,0.548,0.9792,2.0
3354,3354,3908,1.38,1,3877,2024-08-03 07:58:35,1,1.38,Delivered,47,Shree Saatvik Gulab Mukhwas,grocery & gourmet foods,Snack Foods,SKU7541,2024-08-11 16:38:37.414906,"I absolutely loved the Shree Saatvik Gulab Mukhwas, it was even better than I expected. The quality is top-notch, and it's very well-made. Definitely worth every penny!",4.0,absolutely loved shree saatvik gulab mukhwas even better expected quality topnotch wellmade definitely worth every penny,"{'neg': 0.0, 'neu': 0.506, 'pos': 0.494, 'compound': 0.8932}",0.0,0.506,0.494,0.8932,1.0
3355,3355,1485,19.19,1,3024,2024-08-06 01:06:35,1,19.19,In Transit,66,Shopnet Wireless Bluetooth Speaker TG113 For Lava Blaze Ultra Boost Bass with DJ Sound Portable Home Speaker with Audio Li...,tv  audio & cameras,Speakers,SKU3974,2024-08-11 16:32:37.259305,,,,,,,,,
3356,3356,103,7.19,1,476,2024-08-08 02:54:35,1,7.19,In Transit,79,Urban Joy 500 GMS Stearic Acid/Wax hardner  give Hardness and Increase Burning Hours of The Candles for Candle Making  DIY...,home & kitchen,Sewing & Craft Supplies,SKU8935,2024-08-11 16:27:35.566750,,,,,,,,,
3357,3357,449,29.99,1,2109,2024-07-24 00:38:35,1,29.99,Delivered,59,Bacca Bucci Men's Walking Shoe,stores,Men's Fashion,SKU9373,2024-08-11 16:29:03.468684,"Very satisfied with the Bacca Bucci Men's Walking Shoe. It exceeded my expectations in every way. High quality and durable, I’m extremely pleased with the performance!",4.0,satisfied bacca bucci men walking shoe exceeded expectation every way high quality durable im extremely pleased performance,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.7178}",0.0,0.715,0.285,0.7178,2.0
3358,3358,7757,15.54,1,2109,2024-08-07 23:32:35,1,15.54,Delivered,53,Nivia Appeal Blue Badminton Shoes,stores,Sportswear,SKU7493,2024-08-11 16:49:32.506204,"The Nivia Appeal Blue Badminton Shoes is okay. It does the job but doesn't stand out in any particular way. I'm not sure if I would purchase it again, but it serves its purpose.",3.0,nivia appeal blue badminton shoe okay job doesnt stand particular way im sure would purchase serf purpose,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.4939}",0.0,0.781,0.219,0.4939,2.0
3359,3359,5209,16.79,1,1,2024-08-04 10:19:35,1,16.79,Shipped,23,VARSHINE || Mini Table Fan || 9 Inch || 100% Copper Motor || 1 Year Warranty || Limited Edition || Model – Sweety White ||...,appliances,Heating & Cooling Appliances,SKU6012,2024-08-11 16:41:25.705499,,,,,,,,,
3360,3360,5209,16.79,1,102,2024-07-30 00:55:35,1,16.79,Shipped,23,VARSHINE || Mini Table Fan || 9 Inch || 100% Copper Motor || 1 Year Warranty || Limited Edition || Model – Sweety White ||...,appliances,Heating & Cooling Appliances,SKU6012,2024-08-11 16:41:25.705499,,,,,,,,,
3361,3361,2375,1.26,1,4606,2024-07-22 22:33:35,1,1.26,In Transit,90,Insight Non Transfer Lip Color  Matte Finish  4ml - LG40=28,beauty & health,Beauty & Grooming,SKU7635,2024-08-11 16:35:20.189693,,,,,,,,,
3362,3362,2375,1.26,1,1778,2024-07-26 02:41:35,1,1.26,Shipped,90,Insight Non Transfer Lip Color  Matte Finish  4ml - LG40=28,beauty & health,Beauty & Grooming,SKU7635,2024-08-11 16:35:20.189693,,,,,,,,,
3363,3363,1713,441.89,1,2915,2024-08-07 14:53:35,1,441.89,Delivered,82,AVSAR 14k (585) Yellow Gold Stud Earrings for Women,accessories,Gold & Diamond Jewellery,SKU2937,2024-08-11 16:33:15.241787,I’m really unhappy with the AVSAR 14k (585) Yellow Gold Stud Earrings for Women. It didn’t work as advertised and had multiple issues. Save your money and look for something else.,2.0,im really unhappy avsar k yellow gold stud earring woman didnt work advertised multiple issue save money look something else,"{'neg': 0.133, 'neu': 0.73, 'pos': 0.137, 'compound': 0.0276}",0.133,0.73,0.137,0.0276,4.0
3364,3364,5800,23.99,1,1114,2024-07-29 15:16:35,1,23.99,Shipped,22,Arsalan Iron Decorative Mirror Wall Mounted Hanging Mirror Sculpture Metal Hearts Design Modern Art Mirror Home Dcor Pack ...,home & kitchen,Furniture,SKU5533,2024-08-11 16:43:28.367671,,,,,,,,,
3365,3365,9235,23.99,1,1114,2024-07-18 15:31:35,1,23.99,Delivered,85,Dennis Lingo Men's Printed Slim Fit Cotton Poly Casual Shirt with Spread Collar & Half Sleeves,men's clothing,Shirts,SKU2370,2024-08-11 16:52:20.682861,"The Dennis Lingo Men's Printed Slim Fit Cotton Poly Casual Shirt with Spread Collar & Half Sleeves is okay. It does the job but doesn't stand out in any particular way. I'm not sure if I would purchase it again, but it serves its purpose.",3.0,dennis lingo men printed slim fit cotton poly casual shirt spread collar half sleeve okay job doesnt stand particular way im sure would purchase serf purpose,"{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.7579}",0.0,0.721,0.279,0.7579,2.0
3366,3366,2787,9.59,1,3741,2024-07-19 23:13:35,1,9.59,Delivered,54,Amazon Brand - Symactive Men's Regular Fit Sports T-Shirt,sports & fitness,Yoga,SKU6167,2024-08-11 16:36:05.564236,"The Amazon Brand - Symactive Men's Regular Fit Sports T-Shirt is fine for everyday use. It's not exceptional, but it gets the job done. I don't feel strongly about it either way.",3.0,amazon brand symactive men regular fit sport tshirt fine everyday use exceptional get job done dont feel strongly either way,"{'neg': 0.076, 'neu': 0.672, 'pos': 0.252, 'compound': 0.4915}",0.076,0.672,0.252,0.4915,3.0
3367,3367,6482,7.79,1,2981,2024-07-11 19:03:35,1,7.79,In Transit,6,Teknik Cricket Panama Sun Hat with Mesh Extra Wide Brim,sports & fitness,Cricket,SKU1235,2024-08-11 16:45:46.052785,,,,,,,,,
3368,3368,7797,64.5,1,2118,2024-08-09 22:13:35,1,64.5,Delivered,20,Lavie Women's Cassie Large Satchel Bag | Ladies Purse Handbag,stores,Women's Fashion,SKU4427,2024-08-11 16:49:43.200964,"The Lavie Women's Cassie Large Satchel Bag | Ladies Purse Handbag is okay. It does the job but doesn't stand out in any particular way. I'm not sure if I would purchase it again, but it serves its purpose.",3.0,lavie womens cassie large satchel bag lady purse handbag okay job doesnt stand particular way im sure would purchase serf purpose,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.4939}",0.0,0.819,0.181,0.4939,2.0
3369,3369,4061,9.59,1,2247,2024-07-19 21:33:35,1,9.59,In Transit,57,CBK Self Adhesive Multipurpose Stand Holder for Bathroom  Toilet Bedroom  Office  Kitchen Shelf Wall Holder Bathroom Rack ...,home & kitchen,All Home & Kitchen,SKU2075,2024-08-11 16:38:59.376351,,,,,,,,,
3370,3370,215,3.59,1,398,2024-07-31 15:26:35,1,3.59,In Transit,92,COLAB Dry Shampoo Instant Hair Refresh Without White Residue  Original 50ml | Paraben Free  Vegan & Cruelty Free Dry Shampoo,beauty & health,Beauty & Grooming,SKU8028,2024-08-11 16:27:46.430511,,,,,,,,,
3371,3371,5921,13101.47,1,4805,2024-07-30 00:15:35,1,13101.47,Delivered,51,WorldCare® Durable VGA Wall Socket Module Modular Wallplate with Frame Directly Plug,tv  audio & cameras,Home Audio & Theater,SKU8760,2024-08-11 16:43:58.321482,The WorldCare® Durable VGA Wall Socket Module Modular Wallplate with Frame Directly Plug works like a charm! It's everything I needed and more. Would definitely buy it again without hesitation.,4.0,worldcare durable vga wall socket module modular wallplate frame directly plug work like charm everything needed would definitely buy without hesitation,"{'neg': 0.0, 'neu': 0.636, 'pos': 0.364, 'compound': 0.8278}",0.0,0.636,0.364,0.8278,2.0
3372,3372,827,28.76,1,290,2024-07-18 12:13:35,1,28.76,Delivered,45,Amazon Brand - Symbol Women T-Shirt,stores,Women's Fashion,SKU4803,2024-08-11 16:30:05.642432,"To be honest, the Amazon Brand - Symbol Women T-Shirt is just alright. It’s not terrible, but there’s room for improvement. I wouldn't say it’s great, but it’s not awful either.",3.0,honest amazon brand symbol woman tshirt alright terrible there room improvement wouldnt say great awful either,"{'neg': 0.229, 'neu': 0.323, 'pos': 0.448, 'compound': 0.6232}",0.229,0.323,0.448,0.6232,0.0
3373,3373,850,23.4,1,290,2024-07-19 20:50:35,1,23.4,Delivered,98,Multispan BC-2046 Programmable Batch Counter,industrial supplies,Test  Measure & Inspect,SKU1670,2024-08-11 16:30:27.614353,"Had a great experience with the Multispan BC-2046 Programmable Batch Counter, from ordering to delivery, and the product quality is superb. I'm very happy and would highly recommend it!",5.0,great experience multispan bc programmable batch counter ordering delivery product quality superb im happy would highly recommend,"{'neg': 0.0, 'neu': 0.469, 'pos': 0.531, 'compound': 0.9402}",0.0,0.469,0.531,0.9402,2.0
3374,3374,827,28.76,1,708,2024-08-06 08:42:35,1,28.76,Shipped,45,Amazon Brand - Symbol Women T-Shirt,stores,Women's Fashion,SKU4803,2024-08-11 16:30:05.642432,,,,,,,,,
3375,3375,6754,24.77,1,469,2024-07-14 20:34:35,1,24.77,Shipped,94,Foxtale Morning Glory Routine (Dewy) Skin Care Kit | Cleanser Face Wash 100ml + Ceramide Moisturizer 50ml + Vitamin C Face...,beauty & health,Beauty & Grooming,SKU9877,2024-08-11 16:46:38.070794,,,,,,,,,
3376,3376,5303,15.59,1,61,2024-08-10 00:32:35,1,15.59,Delivered,67,Anand Sarees Georgette Yellow Stripes Polka Printed Casual Wear Saree with Un-stitched Blouse Piece(1670_5),women's clothing,Ethnic Wear,SKU1784,2024-08-11 16:41:56.778584,"The Anand Sarees Georgette Yellow Stripes Polka Printed Casual Wear Saree with Un-stitched Blouse Piece(1670_5) is average. Not too bad, but also nothing extraordinary. It's functional, but I’m not overly excited about it.",3.0,anand saree georgette yellow stripe polka printed casual wear saree unstitched blouse piece average bad also nothing extraordinary functional im overly excited,"{'neg': 0.131, 'neu': 0.712, 'pos': 0.157, 'compound': -0.0772}",0.131,0.712,0.157,-0.0772,2.0
3377,3377,4954,6.34,1,61,2024-07-26 23:51:35,1,6.34,Shipped,15,G-PET Plastic Jar Set  250ml  6-Pieces  Transparent (RJ R53250M0),home & kitchen,Kitchen Storage & Containers,SKU6084,2024-08-11 16:40:40.143073,,,,,,,,,
3378,3378,5303,15.59,1,3792,2024-07-17 16:12:35,1,15.59,Delivered,67,Anand Sarees Georgette Yellow Stripes Polka Printed Casual Wear Saree with Un-stitched Blouse Piece(1670_5),women's clothing,Ethnic Wear,SKU1784,2024-08-11 16:41:56.778584,The Anand Sarees Georgette Yellow Stripes Polka Printed Casual Wear Saree with Un-stitched Blouse Piece(1670_5) was overpriced and didn’t live up to the hype. I found it frustrating to use and wouldn't recommend it at all.,1.0,anand saree georgette yellow stripe polka printed casual wear saree unstitched blouse piece overpriced didnt live hype found frustrating use wouldnt recommend,"{'neg': 0.194, 'neu': 0.736, 'pos': 0.07, 'compound': -0.4956}",0.194,0.736,0.07,-0.4956,0.0
3379,3379,6197,23.99,1,4622,2024-07-15 08:28:35,1,23.99,Delivered,49,DIVING DEEP Stylish Back Pack For Adult And Student (Pack of 2  5L)(Bag_PK2_1652),kids' fashion,School Bags,SKU1274,2024-08-11 16:44:39.267806,"I absolutely loved the DIVING DEEP Stylish Back Pack For Adult And Student (Pack of 2  5L)(Bag_PK2_1652), it was even better than I expected. The quality is top-notch, and it's very well-made. Definitely worth every penny!",5.0,absolutely loved diving deep stylish back pack adult student pack lbagpk even better expected quality topnotch wellmade definitely worth every penny,"{'neg': 0.0, 'neu': 0.547, 'pos': 0.453, 'compound': 0.9056}",0.0,0.547,0.453,0.9056,1.0
3380,3380,549,59.99,1,1316,2024-08-05 09:15:35,1,59.99,Shipped,26,Lavie Zipper Closure PU Synthetic Womens Casual Satchel Handbag (S22LVGLOSAT0605001  BLACK  SMALL),accessories,Handbags & Clutches,SKU4062,2024-08-11 16:29:25.692763,,,,,,,,,
3381,3381,549,59.99,1,1606,2024-08-05 06:17:35,1,59.99,In Transit,26,Lavie Zipper Closure PU Synthetic Womens Casual Satchel Handbag (S22LVGLOSAT0605001  BLACK  SMALL),accessories,Handbags & Clutches,SKU4062,2024-08-11 16:29:25.692763,,,,,,,,,
3382,3382,3204,14.38,1,1606,2024-07-28 05:18:35,1,14.38,In Transit,29,Amazon Brand - Jam & Honey Boys T-Shirt,kids' fashion,Kids' Clothing,SKU3229,2024-08-11 16:36:55.663195,,,,,,,,,
3383,3383,3850,15.0,1,3980,2024-08-04 01:21:35,1,15.0,Shipped,2,Serveuttam Hand Wrist Forearm Strengthener  Adjustable Hand Grip Workout Training Exerciser Equipment  Enhance Muscle Stre...,sports & fitness,Strength Training,SKU9996,2024-08-11 16:38:33.083489,,,,,,,,,
3384,3384,680,47.99,1,2205,2024-07-27 10:01:35,1,47.99,Delivered,53,Now Foods  Garlic 5000  90 Tablets,beauty & health,Diet & Nutrition,SKU1026,2024-08-11 16:29:39.890924,"I absolutely loved the Now Foods  Garlic 5000  90 Tablets, it was even better than I expected. The quality is top-notch, and it's very well-made. Definitely worth every penny!",4.0,absolutely loved food garlic tablet even better expected quality topnotch wellmade definitely worth every penny,"{'neg': 0.0, 'neu': 0.485, 'pos': 0.515, 'compound': 0.8932}",0.0,0.485,0.515,0.8932,1.0
3385,3385,690,29.99,1,2205,2024-07-17 18:09:35,1,29.99,Shipped,2,Grocery/Logistics/Messenger Backpack (Black),kids' fashion,School Bags,SKU1970,2024-08-11 16:29:41.092705,,,,,,,,,
3386,3386,5394,11.99,1,2205,2024-08-10 21:52:35,1,11.99,In Transit,4,Lapster efficient 3-in-1 Cleaning Kit for PC  laptops  LCD TV  Monitor Camera  Smartphone  Lens  Tablet.(100ML),tv  audio & cameras,Cameras,SKU4240,2024-08-11 16:42:05.758672,,,,,,,,,
3387,3387,680,47.99,1,4283,2024-08-06 09:11:35,1,47.99,Delivered,53,Now Foods  Garlic 5000  90 Tablets,beauty & health,Diet & Nutrition,SKU1026,2024-08-11 16:29:39.890924,"I have mixed feelings about the Now Foods  Garlic 5000  90 Tablets. It's decent for the price, but there are some things that could be improved. It works fine, though.",3.0,mixed feeling food garlic tablet decent price thing could improved work fine though,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.6597}",0.0,0.61,0.39,0.6597,4.0
3388,3388,3948,29.99,1,2997,2024-08-07 17:41:35,1,29.99,Delivered,82,Contacts Men's Genuine Leather RFID Blocking Wallet (Brown)…,stores,Men's Fashion,SKU9819,2024-08-11 16:38:52.942944,"Had a great experience with the Contacts Men's Genuine Leather RFID Blocking Wallet (Brown)…, from ordering to delivery, and the product quality is superb. I'm very happy and would highly recommend it!",5.0,great experience contact men genuine leather rfid blocking wallet brown ordering delivery product quality superb im happy would highly recommend,"{'neg': 0.081, 'neu': 0.464, 'pos': 0.455, 'compound': 0.92}",0.081,0.464,0.455,0.92,2.0
3389,3389,3194,167.99,1,3869,2024-07-19 16:24:35,1,167.99,In Transit,6,SAFETYNET Spy Earpiece GSM Box Small Invisible Wireless Micro Earphone Hidden Covert Set,tv  audio & cameras,Security Cameras,SKU8761,2024-08-11 16:36:54.382617,,,,,,,,,
3390,3390,8410,35.99,1,4489,2024-08-02 23:11:35,1,35.99,In Transit,86,Nautical Antique Wooden Floor Lamp with 3 Tier Shelf for Home Decor || Living Room || Bed Room || Corner Lamp Study Room T...,home & kitchen,Indoor Lighting,SKU8775,2024-08-11 16:50:41.065635,,,,,,,,,
3391,3391,7520,172.67,1,3154,2024-08-04 19:34:35,1,172.67,Delivered,39,PUMA Mens Scuderia Ferrari Ionspeed Motorsport Sneakers Shoes Casual - Yellow - Size 4.5 M,men's shoes,Casual Shoes,SKU4996,2024-08-11 16:48:54.424930,"Very satisfied with the PUMA Mens Scuderia Ferrari Ionspeed Motorsport Sneakers Shoes Casual - Yellow - Size 4.5 M. It exceeded my expectations in every way. High quality and durable, I’m extremely pleased with the performance!",4.0,satisfied puma men scuderia ferrari ionspeed motorsport sneaker shoe casual yellow size exceeded expectation every way high quality durable im extremely pleased performance,"{'neg': 0.0, 'neu': 0.72, 'pos': 0.28, 'compound': 0.7778}",0.0,0.72,0.28,0.7778,2.0
3392,3392,7490,20.39,1,3700,2024-07-29 16:12:35,1,20.39,Delivered,77,ALSU Women's Black Hand Wallet Clutch with 6 Card Pocket_shd-008bk,bags & luggage,Wallets,SKU5019,2024-08-11 16:48:45.786821,The ALSU Women's Black Hand Wallet Clutch with 6 Card Pocket_shd-008bk is fantastic! It fits perfectly and performs as promised. I couldn’t be happier with my purchase and will recommend it to my friends.,5.0,alsu womens black hand wallet clutch card pocketshdbk fantastic fit perfectly performs promised couldnt happier purchase recommend friend,"{'neg': 0.143, 'neu': 0.293, 'pos': 0.563, 'compound': 0.9362}",0.143,0.293,0.563,0.9362,0.0
3393,3393,2064,28.74,1,3700,2024-07-12 19:51:35,1,28.74,Shipped,47,Satya Paul Blue Powder Silk Pocket Square for Men,stores,The Designer Boutique,SKU5127,2024-08-11 16:34:55.550110,,,,,,,,,
3394,3394,7943,3.52,1,938,2024-08-09 02:06:35,1,3.52,Delivered,19,freshcant Compact Moisture Absorber  Dehumidifier  Refresh Every Place (Fragrance Lavender  Weight: 400 ml),appliances,All Appliances,SKU5646,2024-08-11 16:49:59.354442,The freshcant Compact Moisture Absorber  Dehumidifier  Refresh Every Place (Fragrance Lavender  Weight: 400 ml) works like a charm! It's everything I needed and more. Would definitely buy it again without hesitation.,5.0,freshcant compact moisture absorber dehumidifier refresh every place fragrance lavender weight ml work like charm everything needed would definitely buy without hesitation,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.8278}",0.0,0.649,0.351,0.8278,2.0
